2026-05-21 11:24:36 | INFO     | file_logger.py:75 | 程序启动
2026-05-21 11:24:44 | INFO     | file_logger.py:75 | 成功解析 2 条记录
2026-05-21 11:24:48 | INFO     | asset_automator.py:48 | ✅ 资产管理系统登录成功
2026-05-21 11:24:52 | INFO     | file_logger.py:75 | 人员0. 测试人员1 - 综合办公室（司法警察大队） - 太平人民法庭 - 测试地点1
2026-05-21 11:24:53 | INFO     | file_logger.py:75 | 人员1. 测试人员2 - 综合办公室（司法警察大队） - 太平人民法庭 - 测试地点2
2026-05-21 11:25:04 | INFO     | asset_automator.py:178 | 新建用户成功，部门：太平人民法庭 姓名：测试人员1
2026-05-21 11:25:14 | INFO     | asset_automator.py:245 | 🔍 查询到已有部门\人员信息:{'id': '68EB8670-F72F-4CB0-A64F-4016EEA5C6B2', 'affiliatedDept': '496799C3-AED9-4EE2-B19D-187A27F93E28', 'deptName': '综合办公室（司法警察大队）'} {'id': '2011D210-90E6-4EB8-BFC0-B6C4A3F5781C', 'affiliatedDept': '68EB8670-F72F-4CB0-A64F-4016EEA5C6B2', 'staffName': '测试人员1', 'userId': '                                    ', 'jobNumber': '', 'position': '', 'workingPosition': 1}
2026-05-21 11:25:14 | INFO     | asset_automator.py:285 | 查询到4条资产信息！！
2026-05-21 11:25:18 | INFO     | asset_automator.py:428 | 查询到综合办公室（司法警察大队） 测试人员1名下共有4条资产
2026-05-21 11:26:21 | INFO     | file_logger.py:75 | 程序启动
2026-05-21 11:26:23 | INFO     | file_logger.py:75 | 成功解析 2 条记录
2026-05-21 11:26:33 | INFO     | asset_automator.py:48 | ✅ 资产管理系统登录成功
2026-05-21 11:26:33 | INFO     | file_logger.py:75 | 人员0. 测试人员1 - 综合办公室（司法警察大队） - 太平人民法庭 - 测试地点1
2026-05-21 11:26:33 | INFO     | file_logger.py:75 | 人员1. 测试人员2 - 综合办公室（司法警察大队） - 太平人民法庭 - 测试地点2
2026-05-21 11:26:35 | INFO     | asset_automator.py:178 | 新建用户成功，部门：太平人民法庭 姓名：测试人员1
2026-05-21 11:26:35 | INFO     | asset_automator.py:245 | 🔍 查询到已有部门\人员信息:{'id': '68EB8670-F72F-4CB0-A64F-4016EEA5C6B2', 'affiliatedDept': '496799C3-AED9-4EE2-B19D-187A27F93E28', 'deptName': '综合办公室（司法警察大队）'} {'id': '2011D210-90E6-4EB8-BFC0-B6C4A3F5781C', 'affiliatedDept': '68EB8670-F72F-4CB0-A64F-4016EEA5C6B2', 'staffName': '测试人员1', 'userId': '                                    ', 'jobNumber': '', 'position': '', 'workingPosition': 1}
2026-05-21 11:26:35 | INFO     | asset_automator.py:285 | 查询到4条资产信息！！
2026-05-21 11:26:35 | INFO     | asset_automator.py:428 | 查询到综合办公室（司法警察大队） 测试人员1名下共有4条资产
2026-05-21 11:30:54 | INFO     | file_logger.py:75 | 程序启动
2026-05-21 11:30:54 | INFO     | file_logger.py:75 | 成功解析 2 条记录
2026-05-21 11:30:55 | INFO     | asset_automator.py:48 | ✅ 资产管理系统登录成功
2026-05-21 11:30:55 | INFO     | file_logger.py:75 | 人员0. 测试人员1 - 综合办公室（司法警察大队） - 太平人民法庭 - 测试地点1
